month,wa_sales_tax_exemption_active,wa_instant_rebate_active,federal_point_of_sale_credit_period,combined_incentive_transition,post_combined_incentive_rolloff,timing_note,wa_sales_tax_source_url,wa_instant_rebate_source_url
2022-10-01,1,0,0,0,0,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2022-11-01,1,0,0,0,0,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2022-12-01,1,0,0,0,0,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2023-01-01,1,0,0,0,0,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2023-02-01,1,0,0,0,0,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2023-03-01,1,0,0,0,0,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2023-04-01,1,0,0,0,0,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2023-05-01,1,0,0,0,0,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2023-06-01,1,0,0,0,0,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2023-07-01,1,0,0,0,0,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2023-08-01,1,0,0,0,0,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2023-09-01,1,0,0,0,0,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2023-10-01,1,0,0,0,0,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2023-11-01,1,0,0,0,0,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2023-12-01,1,0,0,0,0,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2024-01-01,1,0,1,0,0,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2024-02-01,1,0,1,0,0,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2024-03-01,1,0,1,0,0,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2024-04-01,1,0,1,0,0,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2024-05-01,1,0,1,0,0,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2024-06-01,1,0,1,0,0,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2024-07-01,1,0,1,0,0,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2024-08-01,1,1,1,0,0,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2024-09-01,1,1,1,0,0,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2024-10-01,1,1,1,0,0,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2024-11-01,1,1,1,0,0,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2024-12-01,1,1,1,0,0,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2025-01-01,1,1,1,0,0,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2025-02-01,1,1,1,0,0,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2025-03-01,1,1,1,0,0,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2025-04-01,1,1,1,0,0,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2025-05-01,1,1,1,0,0,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2025-06-01,1,0,1,0,0,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2025-07-01,1,0,1,1,0,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2025-08-01,0,0,1,1,0,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2025-09-01,0,0,1,1,0,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2025-10-01,0,0,0,1,0,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2025-11-01,0,0,0,0,1,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2025-12-01,0,0,0,0,1,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2026-01-01,0,0,0,0,1,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2026-02-01,0,0,0,0,1,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2026-03-01,0,0,0,0,1,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2026-04-01,0,0,0,0,1,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2026-05-01,0,0,0,0,1,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
2026-06-01,0,0,0,0,1,Washington sales-tax exemption ended 2025-07-31; the instant-rebate end month is proxied by Commerce's 2025-06-04 closed-program update; the federal credit ended 2025-09-30; November allows one month for title processing.,https://dor.wa.gov/forms-publications/publications-subject/special-notices/new-clean-alternative-fuel-and-plug-hybrid-vehicle-sales-and-use-tax-exemption,https://www.commerce.wa.gov/clean-transportation/ev-instant-rebate/
